"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"Gresham","Chicago","IL","Chicago","Cook",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1100,1100,1050,1100,1200,1200,1275,1150,1150,1150,1100,1100,1100,1200,1200,1200,1195,1200,1200,1200,1200,1250,1150,1100,1144.5,1150,1150,1150,1197.5,1150,1200,1200,1200,1200,1200,1150,1200,1250,1250,1200,1150
"Downtown","Memphis","TN","Memphis","Shelby",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,1037.5,1095,1200,1200,1272.5,1125,1100,1162.5,1050,1092.5,1095,1100
"Granada Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,2900,2747.5,2500,2612.5,2700,2750,2800,2857,2900,2895,2750,2995,3000,2925,3000
"Lake Highlands","Dallas","TX","Dallas-Fort Worth","Dallas",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1100,1195,1100,1250,1100,1092.5,1100,1025,1092.5,1195,1042.5,1050,1050,1150,1200,1250,1195,1197.5,1197,1250,1199.5,1200,1212.5,1250
"Fairgrounds","San Jose","CA","San Jose","Santa Clara",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875,3095,3172.5,3050,3150,3200,2997.5,3000,3050,3200,3095,3072.5,2997.5
"Hamilton Heights","New York","NY","New York","New York",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2197.5,2195,2025,2195,2197.5,2025,2100,2172.5,2200,2200,2372.5,2272.5,2285,2200,2195,2147.5,2000,2000,2000,2195,2395,2395,2395,2350,2397.5,2200,2297.5,2200,2200,2335,2400,2197.5,2200,2250,2247.5,2200,2297.5,2225,2195,2397.5,2395,2345,2450,2450,2400,2425,2400,2372.5,2395,2200,2195,2200
"Rancho Penasquitos","San Diego","CA","San Diego","San Diego",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460,2447.5,2400,2612.5,2500,2700,2500,2500,2500,2821.5,2795,2497.5,2475,2362.5,2290,2295
"Winnetka","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2800,2793.5,2850,2850,2897,2850,2795,2700,2695,2600,2700,2850
"Santa Teresa","San Jose","CA","San Jose","Santa Clara",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3200,3200,3250,3425,3400,3350,3472.5,3425,3400,3300,3400,3400
"Woodlake - Briarmeadow","Houston","TX","Houston","Harris",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.5,855,900,980,875,899.5,898.5,975,980,937.5,975,999,995,875,875,855,860,860,880,950,924,917,940,940,932,905,940,900,898,900,900,985,1090,1100,1090,1012.5,1000,1037.5,1100,1100,1100,1050,999,965,950,940,900,962,945,963.5,950,910,1050,1100,1100,1100,1099,1100,1107.5,1100,1115,1090,1100,1100,1100
"Michael Way","Las Vegas","NV","Las Vegas","Clark",129,,,,,,,,,,,,,990,950,950,897,950,950,950,950,950,900,925,912.5,900,862.5,900,950,950,900,900,900,899.5,912.5,900,950,950,950,975,950,950,900,950,900,900,925,900,925,950,950,925,950,950,950,990,977.5,995,990,990,992.5,1000,970,980,975,995,1050,999,975,995,945,995,975,960,975,1087.5,1000,1012.5,950,995,1000,1025,995,995,995,1050,1050,1050,1100,1150,1125,1050,1062.5,1050,1050,990,1050
"University City","San Diego","CA","San Diego","San Diego",130,,,,,,,,,,,,,1895,1950,1800,1800,1800,1895,1850,1850,1850,1898,1775,1737.5,1700,1695,1795,1825,1800,1900,2022.5,1825,1850,1800,1949,1850,1895,1995,1900,1800,1900,2000,1950,2100,1997.5,1995,1895,1947.5,1950,1972.5,1950,1980,1980,1950,1975,1995,2037.5,1975,1995,1985,1950,2050,2022.5,1937.5,2000,2150,2100,2200,2012.5,2200,2100,2150,2050,1995,1947.5,2000,2177.5,2250,2195,2195,2125,1985,1950,2086.5,2200,2200,2200,2295,2295,2295,2325,2280,2250,2200,2200,2200
"Chelsea","New York","NY","New York","New York",131,,,,,,,,,,,,,,3097.5,3150,3200,3200,3200,3250,3210,3250,3400,3395,3350,3421,3400,3420,3485,3449,3435,3400,3495,3400,3495,3400,3350,3400,3400,3495,3500,3495,3495,3595,3600,3650,3800,3600,3695,3700,3712.5,3800,3800,3995,3860,3850,3750,3750,3700,3700,3750,3750,3850,3895,3850,3900,3910,3877.5,3900,3895,3850,3750,3860,3850,3750,3750,3662.5,3700,3500,3697,3480,3600,3672.5,3500,3700,3700,3860,3855,3800,3700,3700,3695,3700,3800,3750,3700,3697.5
"Lake View","Chicago","IL","Chicago","Cook",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1995,1995,2000,2050,2015,2100,2100,2100,2150,2200,2175,2200,2075,2000,2025,2000,2100,2200,2200,2150,2100,2050,2000,2000,2000,2100,2100,2195,2100,1995,2025,2050,2175,2150,2000,1950,2000,2000,1995,2000,2050,2100,2200,2250,2200,2100,2000,1900,1945,1950
"Englewood","Chicago","IL","Chicago","Cook",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1200,1150,1150,1132,1150,1100,1100,1100,1200,1100,1200,1150,1200,1195,1150,1150,1200,1150,1100,1200,1175,1150,1125,1162.5,1200,1200
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2595,2630,2750,2800,2800,2925,2925,2772.5,2700,2700,2795,2872.5,2950,2995,2995,2972.5,2895,2872.5,2995,3149.5,3000,2800,2800,2847.5,2950,2947.5,2995,2995,3100,3000,3200,3100,3200,3300,3375,3100,3500,3350,3500,3195,3050,3127,3000,3100,3200,3300,3200,3250,3372.5,3250,3200,3062.5,2999,3100,3300
"Greenville","Jersey City","NJ","New York","Hudson",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1600,1600,1600,1650,1650,1600,1525,1600,1600,1625,1600,1650,1600
"Oak Lawn","Dallas","TX","Dallas-Fort Worth","Dallas",136,,,,,,,,,,,,,,1699,1699,1700,1750,1597,1600,1750,1750,1700,1699,1592,1618.5,1600,1605,1600,1600,1593.5,1700,1700,1673,1641,1595,1600,1715,1750,1650,1670,1723,1700,1650,1760,1697.5,1695,1680,1618,1650,1600,1695,1755,1715,1800,1875,1695,1650,1657,1650,1650,1600,1736.5,1650,1695,1700,1995,1922.5,1800,1850,1795,1800,1750,1711.5,1850,1850,1850,1650,1634,1709,1795,1750,2000,1872.5,1900,1950,1900,1856.5,1897.5,1947.5,1962.5,1850,1900,1950,1945,1950,1997
"Greater Uptown","Houston","TX","Houston","Harris",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1490,1450,1440,1470.5,1490,1490,1365,1385,1442.5,1440.5,1385,1349.5,1378,1352.5,1355,1450,1600,1500,1617.5,1675,1676.5,1515,1595,1597.5,1515,1500,1504,1500,1500,1505,1550,1549.5,1503,1595,1550,1515,1600,1600,1600,1600,1650,1515,1500,1500,1500,1600,1492,1500,1475,1590,1595,1600,1600,1575,1595,1500,1595,1690,1595,1510,1504,1500
"Central","El Paso","TX","El Paso","El Paso",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,962.5,975,975,887.5,860,885,895,900,850,850,825.5,850
"Southwest","Arlington","TX","Dallas-Fort Worth","Tarrant",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1150,1275,1250,1295,1300,1295,1295,1275,1272.5,1320,1300,1350,1295,1300,1295,1275,1297.5,1295,1290,1275,1292.5,1379,1395,1350,1337.5,1395,1395,1395,1395,1350,1412.5,1495,1400,1500,1395,1450,1550,1450,1425,1395,1412,1450,1450,1497.5,1590,1500,1395,1525,1450,1450,1450,1587.5,1577.5,1495,1495,1550,1615,1650,1590,1647.5,1575,1595,1595,1612.5,1620,1645
"Parkway","Sacramento","CA","Sacramento","Sacramento",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1395,1425,1300,1395,1275,1407.5,1462.5,1450,1445,1475,1450
"Mid City West","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925,3999,3975,4000,4000,4000,4425,4200,3750,3800,4249.5,4347.5,4000,4197.5,4200,4200,4500,4725,4500,4147.5,4750,4625,4500,4225,4295,4550,4995,4597.5,4500,4695,4722.5,4300,4650,4750,4995,4697.5,4922.5,4500,4472.5,4500,5100
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.5,2300,2150,2200,2290,2250,2295,2300,2300,2297,2295,2297.5,2300,2300,2250,2250,2290,2297,2372.5,2300,2300,2400,2300,2325,2400,2397.5,2300,2350,2400,2450,2425,2395,2297.5,2395,2400,2400,2450,2462.5,2600,2400,2450,2475,2450,2500,2474,2500,2500,2500,2625,2672.5,2625,2650,2500,2472.5,2500,2495
"Sunnyside","New York","NY","New York","Queens",143,,,,,,,,,,,,,,,,,,,,,,1695,1675,1650,1625,1650,1600,1650,1650,1650,1650,1650,1650,1637.5,1595,1595,1600,1650,1650,1650,1675,1750,1700,1725,1750,1800,1797.5,1797.5,1800,1800,1800,1800,1800,1800,1800,1800,1900,1800,1850,1887.5,1887.5,1800,1850,1900,1925,1950,2000,1899,2000,2000,2024.5,2099,2124,2100,2049,1874.5,2000,1950,2024.5,2100,2024.5,1949.5,1950,2099,2000,1900,1850,1850,1875,1800,1800,1850,1800,1800,1800,1800
"Newbury Park","Thousand Oaks","CA","Ventura","Ventura",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3250,3500,3400,3200,3200,3100,3000,3097.5,3000,3100
"Greenwich Village","New York","NY","New York","New York",145,,,,,,,,,,,3800,3500,3000,2950,3000,3050,3095,2969.5,3200,3200,3300,3400,3200,3200,3100,3200,3200,3195,3195,3250,3250,3295,3350,3450,3400,3400,3300,3300,3300,3395,3300,3250,3350,3250,3300,3400,3490,3400,3495,3500,3500,3497.5,3600,3490,3425,3400,3492.5,3400,3450,3600,3725,3700,3500,3500,3500,3500,3500,3547.5,3500,3500,3500,3597.5,3800,3797.5,3500,3490,3470,3492.5,3450,3600,3490,3500,3400,3595,3600,3700,3700,3595,3500,3725,3547.5,3547.5,3490,3465,3480,3490
"Rancho Bernardo","San Diego","CA","San Diego","San Diego",146,,,,,,,,,,,,1622.5,1792.5,1795,1750,1750,1750,1650,1850,1750,1650,1750,1700,1750,1800,1895,1797.5,1685,1775,1780,1737.5,1700,1845,1795,1840,1900,1800,1700,1750,1695,1695,1737.5,1850,1897.5,1800,1895,1895,1895,1895,1895,1850,1750,1895,1900,2000,1950,1937.5,2100,1900,1975,2075,1950,1950,1975,1950,2100,2050,2195,2035,2100,1950,1997.5,1997.5,2047.5,1895,2050,2100,2000,1950,1997.5,2027.5,1950,2000,1950,1900,1950,2200,2295,2200,2200,2199,2198,2195,2100,2300,2275
"Jefferson Park","Chicago","IL","Chicago","Cook",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1475,1600,1450,1400,1500,1472.5,1500,1500,1400,1425
"Almaden Valley","San Jose","CA","San Jose","Santa Clara",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,3700,3695,3600,3695,3600,3500,3672.5,3650,3672.5,3247.5,3597.5,3475,3795,3800,3647.5,3722.5,3588,3695,3550,3820,3695,3690,3750,3770,3900,3797.5,3790,3770,3795,3800,3950
"Alameda - West Flagler","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",149,,,,,,,,,,,,,1400,1400,1350,1350,1350,1350,1350,1500,1400,1350,1400,1500,1475,1500,1500,1400,1450,1499.5,1600,1675,1699.5,1699,1600,1600,1700,1600,1600,1600,1600,1600,1600,1650,1650,1600,1600,1695,1700,1700,1700,1625,1650,1650,1700,1800,1795,1712.5,1700,1600,1650,1650,1650,1750,1850,1850,1835,1800,1800,1800,1800,1750,1750,1750,1750,1825,1700,1850,1700,1855,1800,1800,1682.5,1800,1697.5,1612.5,1650,1800,1800,1800,1750,1700,1700,1700,1600,1700
"Briargate","Colorado Springs","CO","Colorado Springs","El Paso",150,,,,,,,,,,,,,,,1597.5,1450,1500,1450,1450,1500,1495,1382.5,1350,1295,1297.5,1350,1395,1495,1395,1450,1387.5,1425,1447.5,1500,1575,1560,1550,1585,1495,1495,1450,1500,1450,1450,1425,1400,1495,1495,1450,1495,1497.5,1512.5,1600,1595,1695,1575,1500,1500,1495,1472.5,1500,1495,1700,1772.5,1700,1650,1600,1700,1695,1625,1592.5,1700,1650,1622.5,1700,1700,1650,1647.5,1600,1685,1685,1600,1700,1725,1750,1700,1750,1837.5,1895,1895,1800,1750,1797,1750,1800,1700
"Allapattah","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1400,1400,1350,1350,1350,1350,1400,1350,1350,1300,1385
"Salem","Virginia Beach","VA","Virginia Beach","Virginia Beach City",152,,,,,,,,,,,1500,1275,1362.5,1347.5,1300,1430,1495,1450,1415,1412.5,1400,1350,1175,1195,1297.5,1300,1345,1400,1473.5,1495,1450,1395,1295,1325,1395,1362.5,1250,1250,1250,1375,1400,1395,1400,1435,1397.5,1325,1425,1450,1495,1462.5,1425,1450,1495,1450,1450,1495,1450,1422.5,1412.5,1412.5,1395,1395,1395,1495,1500,1495,1450,1495,1500,1500,1475,1450,1490,1497.5,1475,1500,1597.5,1495,1537.5,1512.5,1425,1472.5,1450,1495,1495,1495,1412.5,1495,1525,1542.5,1500,1500,1495,1400,1495,1495
"Carmel Valley","San Diego","CA","San Diego","San Diego",153,,,,,,,,,,,,,,,,,,,,,2600,2495,2400,2400,2499.5,2500,2625,2750,2900,2750,2900,2850,2600,2450,2390,2600,2350,2190,2350,2400,2572.5,2795,2750,2850,2795,2795,2600,2450,2400,2500,2500,2900,2900,2750,2700,2624.5,2795,2850,2795,2750,2750,2695,2725,2797.5,2972.5,3000,2900,2600,2765,2795,2900,2900,3100,3172.5,3125,3000,2972.5,2995,2825,3095,2800,3200,3000,3050,3000,2900,3095,3200,3295,3296.5,3200,3190,2975,2950,3000,3200
"Oak Forest - Garden Oaks","Houston","TX","Houston","Harris",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1850,1800,1800,1772.5,1747.5,1700,1725,1750,1700,1725,1795,1750,1750,1750,1700,1650,1662.5,1700,1772.5,1750,1750,1745,1800,1799,1850,1799,1799,1789,1601.5,1798,1750,1695,1672.5,1695,1750,1750,1750,1700,1700,1700,1800,1850,1800
"North Highlands","Sacramento","CA","Sacramento","Sacramento",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1350,1350,1272.5,1297.5,1400,1415,1350,1325,1300,1368,1348.5,1365
"Richmond","Philadelphia","PA","Philadelphia","Philadelphia",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1075,1100,1000,1000,1000,1125,1200,1125,1125,1100,1100,1100,1099.5,1062.5,1075,1025
"Parkway Village-Oakhaven","Memphis","TN","Memphis","Shelby",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,825,795,825,825,850,850,850,850,800,825,800,800,825,825,825,845,825,800,800,795,825,825,825,825,795,795,795,795,800,825,825,850,850,850,850,825,825,795,850,825,850,825,825,825,825,825,825,825,825,825,795,825,825
"Morningside Heights","New York","NY","New York","New York",158,,,,,,,,,,,,,,,,,,,,,,2695,2750,2695,2400,2400,2375,2495,2500,2500,2525,2650,2980,2900,2750,2650,2595,2595,2600,2697.5,2699,2600,2700,2950,3085,3085,2972.5,3085,3100,3200,3200,3247.5,3150,3200,3092.5,3092.5,3017.5,2950,2975,2962.5,3092.5,3200,3150,3200,3200,3200,3200,3200,3200,3100,3150,3150,3100,3100,3092.5,3100,3085,3150,3085,3100,3092.5,2925,3200,3100,3200,3150,3200,3200,3092.5,3100,3100,3150,3150,3100,3092.5,3200
"East Boston","Boston","MA","Boston","Suffolk",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.5,1600,1600,1600,1600,1625,1700,1800,1875,1900,1887.5,1950,1812.5,1995,1925,2100,1950,1997.5,1972.5,1950,1950,1980,2000,2075,2050,2100,2000,1900,1925,1800,1900,1995,1950,2000,2100,2200,2250,2200,1972.5,1900,1900,1995,2100,2000,2200,2250,2200,2300,2100,2245,2300,2100,2000,2100,1995,2300,2300,2200,2257.5,2257.5,2300,2325,2275,2375,2300,2275,2300,2400
"Bay Area","Corpus Christi","TX","Corpus Christi","Nueces",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.5,1250,1295,1200,1225,1300,1250,1300,1300,1397,1399.5,1450,1397,1397.5,1347.5,1250,1300,1397.5,1395,1475,1400,1475,1500,1300,1400,1300,1300,1295,1262.5,1275,1300,1350,1295,1275,1495,1495,1400,1475,1325,1250,1322.5,1372.5,1395,1350,1400,1395,1397,1399,1400,1400,1472.5,1450,1350,1450
"Coral Way","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",161,,,,,,,,,1697.5,1600,1587.5,1575,1595,1575,1600,1650,1650,1700,1675,1700,1700,1700,1750,1750,1700,1750,1700,1700,1700,1785,1800,1800,1750,1800,1800,1750,1800,1800,1850,1850,1850,1875,1950,1925,1950,1950,1950,2000,2000,1950,1950,1900,1900,1950,1995,2100,2000,1950,1900,1900,2000,2000,1950,2000,2000,2000,2100,2161.5,2000,2000,2000,2000,2000,2000,2100,2000,1975,1950,1950,1975,1980,1950,2000,1950,1950,1950,1950,2000,1970,2000,1972,1950,1950,2000,2000,2000
"Canyon Country","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",162,,,,,,,,,,,,,1774.5,1750,1647.5,1745,1522.5,1782.5,1795,1795,1704,1750,1723.5,1643.5,1795,1797.5,1795,1870,1795,1772.5,1665,1657.5,1702,1730,1800,1825,1995,2000,1995,2095,1997.5,1900,1750,1900,1900,1800,1862.5,1852.5,1850,1850,1895,2150,2150,2150,2272.5,2100,2097.5,2135,1950,1995,2042.5,2149.5,2050,2040,2100,2375,2400,2195,1955,1952.5,1955,2000,2050,1987.5,1950,2125,2400,2325,2295,1980,1987,1962.5,1950,2200,2225,2297.5,2300,2199,2075,2095,2350,2200,2200,2250,2200,2200
"Greater Heights","Houston","TX","Houston","Harris",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2325,2400,2400,2400,2300,2200,2200,2200,2222,2200,2295,2397.5,2300,2300,2200,2350,2397.5,2395,2100,2199.5,2195,2000,2299.5,2200,2095,1999.5,2100,2195,2250,2200,2200,2200,2200,2225,2200,2250
"Parkchester","New York","NY","New York","Bronx",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365,1400,1425,1400,1425,1400,1400,1412.5,1425,1425,1450,1450,1482.5,1450,1402
"Desert View","Phoenix","AZ","Phoenix","Maricopa",165,,,,,,,1995,1872.5,1900,1995,1899,1800,1700,1750,1795,1825,1875,1750,1772.5,1795,1795,1750,1750,1750,1712,1700,1695,1712.5,1650,1650,1700,1695,1650,1699.5,1725,1800,1700,1700,1749.5,1680,1675,1685,1610,1695,1700,1695,1699.5,1700,1700,1700,1750,1750,1700,1750,1795,1770,1750,1697.5,1700,1725,1800,1800,1800,1800,1795,1750,1795,1795,1800,1850,1850,1800,1800,1895,1900,1895,1800,1812.5,1825,1850,1800,1897.5,1800,1850,1835,1800,1900,1950,1900,1875,1895,1900,1895,1900,1900,1800
"Mar Vista","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747,4100,4049.5,4300,4500,5000,4750,4800,4850,4545,4225,4337.5,4487.5,4375
"South End","Tacoma","WA","Seattle","Pierce",167,,,,,,,,,,,,,,,,,,,,,1095,1095,1100,1162.5,1150,1150,1100,1150,1095,1125,1125,1150,1150,1150,997.5,950,975,1050,1195,1200,1195,1197.5,1195,1195,1200,1200,1212.5,1195,1200,1200,1195,1195,1195,1195,1195,1195,1200,1225,1200,1200,1200,1250,1200,1249.5,1273.5,1250,1295,1295,1295,1250,1250,1295,1295,1262.5,1295,1250,1297.5,1295,1285,1250,1269,1200,1262.5,1275,1300,1350,1375,1395,1350,1300,1437.5,1450,1495,1400,1300,1400
"South Shore","Chicago","IL","Chicago","Cook",168,,,,,,,,,,,,950,950,937.5,950,950,995,900,850,900,862.5,850,950,924,850,848.5,850,880,850,875,817.5,750,750,750,775,770,772.5,780,800,800,825,800,800,800,900,850,837.5,825,800,825,850,850,850,862.5,950,900,945,950,1000,1000,1000,1000,1000,1000,925,950,900,977.5,1000,1000,1000,977.5,1000,1025,1050,950,1025,1050,1000,1025,980,987.5,999,1100,1100,1050,1100,1100,1050,1097,1055,1095,1050,1050,1050,1050
"Jamaica Plain","Boston","MA","Boston","Suffolk",169,,,,,,,,,,,,,,,,,,,,,,,,2325,2200,1950,2200,2200,2400,2400,2400,2275,2200,2150,2125,2200,2300,2200,2200,2300,2400,2500,2400,2300,2300,2325,2350,2400,2500,2500,2500,2600,2700,2600,2500,2350,2499.5,2425,2500,2800,2700,2725,2700,2750,2700,2600,2550,2375,2300,2300,2400,2650,2800,2775,2800,2700,2700,2800,2700,2700,2400,2475,2525,2700,2750,2750,2700,2700,2700,2700,2625,2580,2500,2675,2700,2775
"River Oaks-Kirby-Balmoral","Memphis","TN","Memphis","Shelby",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,1100,1112.5,1097.5,1195,1250,1222.5,1145,1100,1095,1095,1195,1195,1200
"Inwood","New York","NY","New York","New York",171,,,,,,,,,,,,,,,,,,,1285,1370,1262.5,1325,1337.5,1352.5,1350,1295,1275,1325,1295,1350,1400,1495,1380.5,1350,1375,1375,1395,1450,1495,1450,1450,1450,1450,1425,1400,1450,1450,1400,1400,1400,1400,1450,1472.5,1450,1425,1495,1472.5,1472.5,1450,1495,1450,1450,1450,1400,1400,1450,1450,1450,1450,1450,1450,1450,1450,1450,1425,1450,1400,1400,1400,1425,1450,1425,1450,1425,1450,1450,1450,1450,1450,1450,1425,1425,1450,1450,1450,1450
"Valley High-North Laguna","Sacramento","CA","Sacramento","Sacramento",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1422.5,1450,1495,1462.5,1495,1495,1450,1640,1595,1672.5,1637.5,1650,1595,1595,1600,1595
"North","Arlington","TX","Dallas-Fort Worth","Tarrant",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,1072.5,1150,1033.5,1100,937.5,1100,1100,1100,1100,1072.5,1175,1150,1150,1087.5,1150,1250,1295,1250
"Brighton","Boston","MA","Boston","Suffolk",174,,,,,,,,,,,,,,,,,,,,,2050,1900,1800,1700,1900,1860,1900,1850,1850,1850,1800,2100,2000,2085,2000,2000,1999.5,2000,2050,2050,2100,2050,2000,2000,2185,2125,2050,2150,2150,2150,2200,2250,2200,2200,2100,2037.5,2000,2100,2100,2150,2200,2200,2200,2200,2197.5,2100,2100,2100,2100,2150,2100,2100,2200,2200,2200,2200,2262.5,2165,2200,2200,2050,2125,2095,2200,2250,2300,2250,2300,2300,2300,2200,2200,2100,2050,2100,2250
"Frankford","Philadelphia","PA","Philadelphia","Philadelphia",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,995,1100,1050,1000,1000,975,990,987.5,1000
"Tarzana","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,2700,2800,2825,2800,3300,3275,3500,3150,2800,3295,3162,3200,2997.5,3000,2900,3047.5,2800,2800,3000,3000,2925,3000,2950,2850,2797.5,3025,2995,3297.5,3200
