"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"Little Italy","San Diego","CA","San Diego","San Diego",627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195,2325,2372.5,2450,2500,2599.5,2621,2495,2650,2697.5,2500,2500,2400
"Cortez Hill","San Diego","CA","San Diego","San Diego",628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2350,2500,2500,2400,2475,2595,2400,2400,2450,2450,2450
"Downtown","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",629,,,,,,,,,,,,1525,1600,1600,1550,1537.5,1550,1537.5,1600,1600,1600,1700,1750,1650,1650,1650,1692.5,1650,1695,1600,1600,1600,1650,1600,1650,1600,1599,1500,1700,1800,1800,1850,1800,1750,1850,1900,1900,2100,2100,1825,1900,1950,2000,1950,1900.5,1875.5,1800,1750,1800,1800,1825,1850,1850,1900,1937.5,1995,2000,2100,2100,2200,2175,1950,1850,1850,1850,1900,1862.5,1950,1800,1950,1850,1950,1950,1950,1887.5,1925,1950,1950,2000,2067,2000,2000,1955,2050,2000,2050
"Stapleton","Denver","CO","Denver","Denver",630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,2095,2050,2097.5,2195,2175,2200,2295,2175,2047.5,2137.5,2195,2250,2200,2197.5,2295,2350,2312.5,2295,2300,2350,2495,2495,2425,2400,2500,2472.5,2400,2372.5,2310,2372.5,2372.5,2250,2307.5,2300,2297.5,2297.5,2297.5,2345,2365,2350,2400,2395,2295,2275,2300,2450,2500
"Singer Island","Riviera Beach","FL","Miami-Fort Lauderdale","Palm Beach",631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,3000,3500,3600,3500,3800,3800,4000,3950,3812.5,3800,3500
"Sand Key Civic Association","Clearwater","FL","Tampa","Pinellas",632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2600,2500,2500,2500,2500,2500,2500,2500,2800,2775,2850
"Portola Springs","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3500,3500,3525,3500,3500,3500,3400,3325,3550,3450,3300,3325
"Orange County Great Park","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,3800,3800,3800,3800,3797.5,3500,3500,3500,3750,3600,3600
"Playa Vista","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4397.5,4900,5125,5497.5,5075,4500,3897.5,3975,4200,3800,3750,3975
"Panther Creek","The Woodlands","TX","Houston","Montgomery",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1462.5,1500,1500,1487.5,1500,1482.5,1475,1447.5,1450,1495,1450,1450,1595,1550
"Alafaya","Orlando","FL","Orlando","Orange",636,,,,,,,,,,,,1300,1295,1295,1281.5,1295,1350,1350,1300,1300,1295,1295,1300,1295,1300,1350,1300,1325,1300,1350,1300,1350,1300,1295,1300,1325,1300,1300,1395,1395,1395,1397,1400,1395,1400,1400,1400,1375,1350,1390,1375,1425,1450,1475,1450,1399,1400,1400,1450,1450,1450,1450,1450,1495,1500,1550,1500,1495,1495,1500,1549,1500,1500,1500,1497.5,1500,1500,1550,1595,1529,1500,1550,1550,1550,1597,1600,1599,1625,1625,1650,1650,1650,1630,1610,1600,1675
"Eastern Shores","North Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.5,1675,1800,1762.5,1712.5,1737.5,1800,1800,1700,1737.5,1700,1750,1790,1790,1750,1700,1700,1600,1670,1725,1750,1700,1600,1562.5,1550,1600,1600,1650,1650,1725,1800,1800,1762.5,1775,1700,1650,1700
"Fifth Ward","Newport","RI","Providence","Newport",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,2250,2200,2200,2250,2050,2200,2200,1850,2000,2000,2250,2300
"Green Acres","Bloomington","IN","Bloomington","Monroe",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.5,1500,1525,1485,1500,1500,1500,1445,1400,1425,1492.5,1500,1475
"Eastside","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,699,695,725,674.5,699,700,737.5,710,747.5,750,750
"Chestnut Hill","Brookline","MA","Boston","Norfolk",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2850,3087.5,3200,3000,3000,3175,3137.5,3237.5,3300,3100,3000
"Haddington","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,975,1000,962.5,950,950,925,950,950,950,950,1000,1050
"Central","North Miami","FL","Miami-Fort Lauderdale","Miami-Dade",636,,,,,,,,,,,,850,850,850,875,875,875,897,899,925,900,895,900,912.5,900,925,982.5,900,900,950,950,962.5,1100,1050,1000,1050,1025,1000,1100,1100,1095,1100,1125,1262.5,1250,1275,1200,1200,1190,1190,1150,1250,1237.5,1150,1150,1299,1250,1300,1200,1150,1150,1300,1350,1299,1272.5,1300,1300,1300,1200,1250,1200,1250,1300,1300,1225,1150,1190,1200,1250,1275,1225,1300,1300,1300,1275,1300,1300,1300,1350,1262.5,1200,1199.5,1200,1200,1250,1250
"Society Hill","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.5,1782.5,1770,1722.5,1747.5,1795,1737.5,1762.5,1795,1795,1850,1950,1800
"East Ocean View","Norfolk","VA","Virginia Beach","Norfolk City",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1550,1700,1550,1500,1625,1600,1750,1600,1600,1495,1595
"Stanton","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1262.5,1300,1312.5,1350,1300,1200,1125,1200,1350,1325,1350
"City Center","North Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,1220,1150,1100,1175,1150,1200,1200,1225,1200,1200,1200,1200
"West Central","Springfield","MO","Springfield","Greene",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,597.5,592,600,575,600,612.5,625,695,585,575,550,585
"Union Square","Somerville","MA","Boston","Middlesex",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2450,2649.5,2800,2799,2700,2900,2600,2600,2200,2300,2400,2749.5,2700,2600,2700,2799,2600,2500,2200,2300,2400,2400,2450,2500,2500,2900,2900,2900,2800,2972.5,2750,2800,2600,2400,2600,2800,2800,2800,2800,2800,2675,2800,2800,2800,2700,2700
"Spring Garden","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1700,1697.5,1695,1695,1695,1650,1672.5,1695,1700,1685,1750
"Eagledale","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,800,800,775,766,775,775,775,785,775,775,775,775
"Near Westside","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,662.5,675,700,700,675,675,650,650,650,650,650,680
"Snacks-Guion Creek","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.5,1195,1195,1195,1225,1250,1250,1250,1260,1210,1200,1200,1195
"Near Eastside","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,600,600,600,600,600,565,587.5,595,600,600,600,600,595,600,625,595,595,599.5,600,600,612.5,647.5,600,650,650,650,650,650,650,635,625,625,650,650,625,600,600,600,625,625,625,625,625,625,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,675,695,675,695,695,650,650,650,695,650,650,650,650,665,675,675,675,695,700,695
"Near Southeast","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.5,725,695,715,695,720,695,737.5,750,725,750,700,675,697
"Devington","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,837.5,800,825,800,800,825,825,800,817.5,800,825,825
"Chapel Hill-Ben Davis","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1125,1150,1195,1195,1150,1150,1100,1125,1150,1100,1150,1125,1150,1150,1150,1099.5,1100,1100,1100,1100,1125,1145,1100,1147.5,1125,1162.5,1100,1147.5,1150,1150,1150,1175,1213,1197,1225,1245,1175,1225,1195,1100,1150,1195,1150,1150,1175,1195,1200,1200,1197,1250,1240,1195,1192.5,1200,1195
"Far Eastside","Indianapolis","IN","Indianapolis","Marion",636,,,,,,,,,,,,,,,,,,750,765,775,790,799,797,799,775,775,775,750,750,750,750,770,775,775,775,795,800,825,800,825,800,800,850,825,800,800,825,825,825,850,850,900,875,875,900,900,900,875,875,895,900,925,887,932.5,949,875,850,870,850,825,850,850,850,895,907.5,850,885,850,937.5,850,895,850,925,875,950,925,925,975,950,925,945,947.5,950,950,955,950
"Logan Square","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2372.5,2300,2350,2550,2600,2650,2525,2425,2350,2350,2400
"Rittenhouse","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2230,2250,2290,2295,2100,2000,1897.5,1750,1795,1795,1942.5,2095,2195,2100,2025,2000,1950,1950,1850,1875,1990,1900,1990,2000,2100,2250,2300,2200,2200,2062.5,1995,2000,2097.5,2150,2497.5,2350,2400,2075,2150,2150,2187.5,2000,1900,1795,1975,1900,1925,1925,1995,2175,2100,1950,1962.5,1950,1950,1950,1950,1937.5,1925,1932.5,1900,1950,1912.5
"Graduate Hospital","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1895,1800,1750,1795,1800,1925,1925,1972.5,2172.5,2225,2185,1995,1997.5,2150,2150,1950,2150,2150,2200,2195,2195,2000,2125,1950,1947.5,2150,2172.5,2000,1995,2195,2250,2100,2100,2195,2100,2050,2000,1972.5,1900,2000
"Passyunk Square","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635,1700,1995,1950,1950,1850,1750,1625,1550,1550,1475,1600
"Lower Moyamensing","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1275,1297.5,1300,1275,1300,1262.5,1225,1250,1300,1295,1300,1300
"Northern Liberties","Philadelphia","PA","Philadelphia","Philadelphia",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,2237.5,2400,2250,2400,2400,2350,2195,2100,2050,2200,2250
"Oakland Forest","Oakland Park","FL","Miami-Fort Lauderdale","Broward",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,1247.5,1250,1275,1270,1275,1275,1250,1275,1245,1262.5,1250,1250,1287.5,1275
"North Ponce de Leon","Coral Gables","FL","Miami-Fort Lauderdale","Miami-Dade",636,,,,,,,,,,,,1900,1700,1700,1697.5,1795,1800,1950,1895,1800,1750,1700,1750,1700,1725,1899,1900,1825,1750,1750,1940,1940,1900,1600,1600,1800,2075,2100,1995,2000,1900,2000,2100,2000,2000,2100,2150,2300,2200,2200,2100,2150,2250,2262.5,2200,2050,2150,1850,1950,2000,2100,2100,2000,1950,2100,2200,2200,2200,2000,2200,2175,2050,2200,2150,2125,2200,2200,2000,2100,2000,2150,2300,2250,1950,2100,2000,1997.5,2000,2100,1987.5,2000,2212.5,2195,2150,2000,2100
"Downtown","Puyallup","WA","Seattle","Pierce",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2447.5,2695,2400,2300,2350,2500,2347.5,2400,2400,2545,2425,2595,2637.5,2750,2700,2750,2750,2822.5,2500,2622.5
"Cochran's Crossing","The Woodlands","TX","Houston","Montgomery",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114,2247.5,2100,2100,2044.5,1975,1975,1950,1970,1900,1900,1925,1900
"Freeport-Hackberry","Irving","TX","Dallas-Fort Worth","Dallas",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,2399.5,2497.5,2675,2800,2400,2600,2425,2590,2625,2595,2600
"Brooklawn- St. Vincent's","Bridgeport","CT","Stamford","Fairfield",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1500,1525,1550,1500,1500,1500,1500,1500,1375,1400,1400,1500
"Amber Creek East","North Miami","FL","Miami-Fort Lauderdale","Miami-Dade",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1495,1550,1575,1550,1537.5,1500,1550,1550,1525,1400,1475,1450
"Corey Hill","Brookline","MA","Boston","Norfolk",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2925,2875,2900,3200,3200,2925,2800,2725,2772.5,2700,2600,2700
"Alden Bridge","The Woodlands","TX","Houston","Montgomery",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1750,1795,1725,1800,1837.5,2025,2000,2200,2200,2190,2000,2100,2197.5,2197.5,2100,2000,1995,1950,1950,1995,2100,1972.5,2000,1995,2100,2150,2100,1985,2025,2000,2100,1962.5,1950,1900,1895,1920.5,1862.5,1895,1985,1875,1890,1925,1962.5,1687.5,1800,1850,1800,1850,1900,1950,1890,1825,1985,1950,1900,1900,1950
"Sterling Ridge","The Woodlands","TX","Houston","Montgomery",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2000,1900,1900,1900,1950,2000,2100,2100,2000,2100,2100,2150
"Downtown","Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2800,2750,2800,2700,2600,2500,2695,2550,2575,2550,2500,2600
"Belle Isle","Oklahoma City","OK","Oklahoma City","Oklahoma",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1150,1150,1200,1200,1175,1162.5,1200,1112.5,1150,1149,1100
"Heart of Lubbock","Lubbock","TX","Lubbock","Lubbock",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,995,1000,950,995,950,900,862.5,850,850,850,900
"Tech Terrace","Lubbock","TX","Lubbock","Lubbock",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1250,1300,1250,1250,1272.5,1150,1197.5,1200,1200,1200,1200
"I-240 Corridor","Oklahoma City","OK","Oklahoma City","Oklahoma",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,810,850,850,850,875,875,875,885,850,850,850,850
"Central College Station","College Station","TX","College Station","Brazos",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445,1300,1325,1395,1395,1350,1295,1200,1195,1147.5,1150,1100,1250
"Sunset Park","Santa Monica","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,4750,4500,4495,4650,4097.5,4350,4600,4500,4250,3997.5,4500
"Wilshire-Montana","Santa Monica","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,3997.5,4665,4880,4800,4680,4300,4200,4500,4580,4540,4500,4500,4740,4690,4600,4690,4680,4600,4590
"Creekside Park","The Woodlands","TX","Houston","Montgomery",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825,2500,2500,2500,2450,2550,2500,2500,2600,2700,2800,2700
"Valley Ranch","Irving","TX","Dallas-Fort Worth","Dallas",636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2200,2150,2100,1950,1900,2025,2025,2100,2100,2100,1985,2100,2169.5,2190,2100,2025,1995,2095,2045,2197.5,2300,2250,2200,2180,2200,2100,2200,2100,2125,2100,2100,2100,2100,2200,2200,2200,2300,2300,2300,2250,2300,2250,2200
